,listed_in(type),rest_type,total address,book_table,online_order,rate,approx_cost(for two people)
13416,Delivery,Quick Bites,"Shikaripalya Main Road, Electronic City, Bangalore, Electronic City, Electronic City",No,Yes,3.5/5,400
13417,Delivery,Quick Bites,"8th Cross, Neeladri Nagar, Phase 1, Electronic City, Bangalore, Electronic City, Electronic City",No,Yes,3.4/5,450
13418,Delivery,Quick Bites,"103,77, Srinivas Building, Near Infosys Gate No 6, Konappana Agarahara, Electronic City, Bangalore, Electronic City, Electronic City",No,Yes,3.8/5,400
13421,Delivery,Quick Bites,"SJR Equinox, Near Velankani Software Gate 3, Dodda Thogur, Phase 1, Electronic City, Bangalore, Electronic City, Electronic City",No,Yes,2.9/5,150
13422,Delivery,"Beverage Shop, Dessert Parlor","5, 6, 7 SJR Equinox Retail, Opposite Velankani Gate 3, Phase I, Electronic City, Bengaluru, Electronic City, Electronic City",No,Yes,4.1/5,400
13426,Delivery,Delivery,"35, Basapura Main Road, Dream Paradise Layout, Basapura, Electronic City, Bangalore, Electronic City, Electronic City",No,Yes,4.0/5,450
13427,Delivery,Quick Bites,"Shop 17, Smodo 3.0, Neotown, Phase 1, Electronic City, Bangalore, Electronic City, Electronic City",No,Yes,3.7/5,400
13428,Delivery,Casual Dining,"47, Gate 2, Opposite Vellankany, Doddathogur, Electronic City, Bangalore, Electronic City, Electronic City",No,Yes,3.4/5,650
13429,Delivery,Casual Dining,"Florus, 3rd Floor, Above Apollo Clinic, Opposite Ajmera Infinity, Neeladri Road, Electronic City, Bangalore, Electronic City, Electronic City",Yes,Yes,4.2/5,800
13430,Delivery,Quick Bites,"36/A1, Konappa Agrahara Vilage, Electronic City, Bangalore, Electronic City, Electronic City",No,Yes,4.0/5,250
13431,Delivery,Casual Dining,"47/8, 4, Opposite Velankani Gate 2, Dodda Thogur, Electronic City, Bangalore, Electronic City, Electronic City",No,Yes,3.7/5,450
13433,Delivery,Delivery,"Shop 10-11, 2nd Cross Road, Phase 1, Electronic City, Bangalore, Electronic City, Electronic City",No,Yes,4.1/5,600
13434,Delivery,Casual Dining,"22, Canara Bank Building, 3rd Cross, Surya Park Road, Electronic City, Bangalore, Electronic City, Electronic City",No,Yes,3.3/5,550
13436,Delivery,Quick Bites,"Infosys Gate 4, Electronic City, Bangalore, Electronic City, Electronic City",No,Yes,3.8/5,250
13440,Delivery,"Quick Bites, Sweet Shop","SJR Equinox, Opposite Velankani Gate 3, Phase1, Electronic City, Bangalore, Electronic City, Electronic City",No,Yes,4.0/5,250
13442,Delivery,Casual Dining,"4th Floor, Ashrith Corner, Near Uniworld, Neeladri Road, Phase 1, Electronic City, Bangalore, Electronic City, Electronic City",Yes,Yes,4.3/5,900
13444,Delivery,Delivery,"306, 1A Cross, Opposite SKF Bearing Factory, Bommasandra, Hosur Road, Bangalore, Hosur Road, Electronic City",No,Yes,4.0/5,750
13448,Delivery,Casual Dining,"Opposite Velankani Gate 2, Phase1, Electronic City, Bangalore, Electronic City, Electronic City",No,Yes,3.6/5,700
13451,Delivery,Quick Bites,"34/2A, Govindhaschetty Palya Main Road, Kamadhenu Layout, Phase 2, Electronic City, Bangalore, Electronic City, Electronic City",No,Yes,3.1/5,400
13452,Delivery,Delivery,"10-11, 2nd Main Road, Phase 1, Electronic City, Bangalore, Electronic City, Electronic City",No,Yes,3.9/5,500
13453,Delivery,Quick Bites,"Club House, Concorde Manhattan Apartment, Near Wipro Gate-16, Electronic City, Bangalore, Electronic City, Electronic City",No,Yes,4.0/5,300
13460,Delivery,Cafe,"1461, Near 14th Cross, Above MedPlus, Ananth Nagar, Phase 2, Electronic City, Bangalore, Electronic City, Electronic City",No,Yes,3.2/5,500
13465,Delivery,Quick Bites,"16th A Cross, Neeladri Nagar, Phase 1, Electronic City, Bangalore, Electronic City, Electronic City",No,Yes,4.0/5,150
13466,Delivery,Casual Dining,"274, Neeladei Main Road, Electronic City, Bangalore, Electronic City, Electronic City",No,Yes,3.9/5,800
13467,Delivery,Casual Dining,"Anand Reddy Layout, 2nd Phase, Electronic City, Bangalore, Electronic City, Electronic City",No,Yes,3.7/5,500
13468,Delivery,Casual Dining,"5, Ajmera Avenue, Electronic City Phase 1, Electronic City, Bangalore, Electronic City, Electronic City",No,Yes,3.6/5,700
13469,Delivery,Casual Dining,"Hotel Goyal Residency, 17-C Keonics, Opposite Symbiosis College, 1st Phase, Electronic City, Bangalore, Electronic City, Electronic City",Yes,Yes,3.9/5,800
13473,Delivery,Casual Dining,"4th floor, Astra Hotel, Near Velankani Bus Stop, Phase 1, Electronic City, Bangalore, Electronic City, Electronic City",No,Yes,3.8/5,750
13476,Delivery,Quick Bites,"Shop 6, Opposite Gate 12, Wipro Technologies, Electronic City, Bangalore, Electronic City, Electronic City",No,Yes,3.7/5,350
13477,Delivery,Quick Bites,"13th Cross, Neeladri Nagar Main Road, Opposite Ajmera Infinity, Phase 1, Electronic City, Bangalore, Electronic City, Electronic City",No,Yes,3.7/5,400
13480,Delivery,Cafe,"V-3, 3rd Cross, Industrial Estate, Near Police Station, Phase 1, Electronic City, Bangalore, Electronic City, Electronic City",No,Yes,3.2/5,900
13482,Delivery,Kiosk,"SJR Equinox, Near Velankani Software Gate 3, Dodda Thogur, Phase 1, Electronic City, Bangalore, Electronic City, Electronic City",No,Yes,3.9/5,300
13486,Delivery,Quick Bites,"532-531 8th Cross Road, Neeladri Nagar, Electronics City Phase 1, Doddathoguru, Electronic City, Bangalore, Electronic City, Electronic City",No,Yes,4.0/5,400
13490,Delivery,Casual Dining,"No 175, 12th Cross Road, Neeladri Nagar, Electronics City, Electronic City, Bangalore, Electronic City, Electronic City",No,Yes,3.5/5,700
13492,Delivery,Casual Dining,"Hotel Ekaa, 52, Kudlu Gate, Hosur Main Road, Near Narasimha Theatre, Bommanahalli, Bangalore, Electronic City, Electronic City",Yes,Yes,3.2/5,900
13493,Delivery,Quick Bites,"591,doodatogur Village, Near Velankani, Opposite BWSSB Phase 1, Electronic City, Bangalore, Electronic City, Electronic City",No,Yes,3.6/5,350
13499,Delivery,Casual Dining,"Shop 6, Ajmera Avenue, Neeladri Road, Phase1, Electronic City, Bangalore, Electronic City, Electronic City",No,Yes,3.9/5,400
13500,Delivery,Casual Dining,"10, Shanthipura Road, Beside HDFC Bank, Phase 2, Electronic City, Bangalore, Electronic City, Electronic City",No,Yes,3.7/5,700
13510,Delivery,Casual Dining,"Oppsite Wipro Gate 12, Electronic City, Bangalore, Electronic City, Electronic City",No,Yes,3.6/5,500
13511,Delivery,Casual Dining,"3rd Main Road, Near Audi Service Centre, Phase 1, Electronic City, Bangalore, Electronic City, Electronic City",No,Yes,3.2/5,400
13512,Delivery,Quick Bites,"Opposite BHEL Gate, Velankani Road, Doddathogur, Phase 1, Electronic City, Bangalore, Electronic City, Electronic City",No,Yes,3.7/5,300
13513,Delivery,Casual Dining,"Opposite Juvairiah High School, Goalhalli Road, Shikaripallya, Electronic City, Bangalore, Electronic City, Electronic City",No,Yes,3.6/5,600
13514,Delivery,Casual Dining,"Doddathogur Village, Opposite to Velankani Tech Park, Phase-1, Electronic City, Bangalore, Electronic City, Electronic City",No,Yes,3.0/5,600
13519,Delivery,Casual Dining,"Infosys, 4th Gate, Electronic City, Bangalore, Electronic City, Electronic City",No,Yes,3.2/5,450
13522,Delivery,Casual Dining,"103/2, Uniworld Commercial Complex, Neeladri Road, Phase 1, Electronic City, Bangalore, Electronic City, Electronic City",Yes,Yes,4.2/5,750
13526,Delivery,Cafe,"Site 20, 3rd Floor, Neeladri Road, Near Wipro Gate 16, Electronic City Phase 1, Electronic City, Bangalore, Electronic City, Electronic City",No,Yes,3.8/5,400
13530,Delivery,"Bakery, Quick Bites","59/4, Velankani Drive, Doodathogur Begur Hobli, Opposite BHEL Gate 3, Phase 1, Electronic City, Bangalore, Electronic City, Electronic City",No,Yes,3.8/5,600
13532,Delivery,"Dessert Parlor, Quick Bites","Shop 9, Ajmera Avenue, Neeladri Nagar, Wipro Road, Electronic City, Bangalore, Electronic City, Electronic City",No,Yes,3.9/5,250
13536,Delivery,Quick Bites,"2,SJR Equinox, Bangalore, Electronic City, Bangalore, Electronic City, Electronic City",No,Yes,3.9/5,650
13543,Delivery,Quick Bites,"810, 2nd Floor, 10th Cross, Neeladri Nagar, Above Merlin Beauty Parlour, Phase 1, Electronic City, Bangalore, Electronic City, Electronic City",No,Yes,3.9/5,600
13546,Delivery,"Food Court, Quick Bites","By The Way FoodCourt, Velankani Drive, Phase 1, Electronic City, Bangalore, Electronic City, Electronic City",No,Yes,3.7/5,500
13547,Delivery,Dessert Parlor,"43, Velankani Drive, Phase 1, Electronic City, Bangalore, Electronic City, Electronic City",No,Yes,3.7/5,450
13550,Delivery,Casual Dining,"71, 15th Cross Street, Neeladri Nagar, Electronic City, Bangalore Electronic City, Electronic City, Electronic City",No,Yes,3.1/5,400
13551,Delivery,Quick Bites,"71, Krishnapa Gowda Building, Near Wipro Gate 12, Phase I, Electronic City, Bangalore, Electronic City, Electronic City",No,Yes,2.8/5,600
13556,Delivery,Casual Dining,"K 137, Second Floor, Neeladri Road Karuna Nagar, Phase 1, Electronic City, Bangalore, Electronic City, Electronic City",Yes,Yes,3.9/5,600
13566,Delivery,"Bar, Casual Dining","Svenska Design Hotel, 56 D, Wipro Gate No. 5, Phase 1, Electronic City, Bangalore, Electronic City, Electronic City",Yes,Yes,4.0/5,"1,500"
13569,Delivery,"Pub, Casual Dining","Ashrith Corner, Near Ajmera Neeladri Road, Phase 1, Electronic City, Bangalore, Electronic City, Electronic City",Yes,No,4.3/5,"1,200"
13572,Delivery,Quick Bites,"Narmada Complex, Opposite Brindhavan Palms Apartment Hosa Road, Electronic City, Bangalore, Electronic City, Electronic City",No,Yes,3.8/5,400
13573,Delivery,"Cafe, Bakery","K137, Neeladri Road, Karuna Nagar, Electronic City, Bangalore, Electronic City, Electronic City",No,Yes,3.7/5,400
13580,Delivery,Bakery,"Shop 3/103, Konapanna Agrahara, Phase 1, Electronic City, Bangalore, Electronic City, Electronic City",No,Yes,3.1/5,500
13583,Delivery,Quick Bites,"6-7, 1st Main, 2nd Cross, Survey 14, Hosur Road, Phase-1, Electronic City, Bangalore, Electronic City, Electronic City",No,Yes,2.7/5,400
13586,Delivery,Food Court,"Food Court, Opposite Velankani Tech Park, Electronic City, Bangalore, Electronic City, Electronic City",No,Yes,3.6/5,400
13589,Delivery,Casual Dining,"94, 2nd Floor, RhythmSquare, Neeladri Nagar, 14th Cross, Electronic City, Bangalore, Electronic City, Electronic City",Yes,No,3.8/5,650
13600,Delivery,Quick Bites,"Hotel Goyal Residency, 17-C, 1st Phase, Electronic City, Bangalore, Electronic City, Electronic City",No,Yes,3.9/5,400
13602,Delivery,Dessert Parlor,"Near BHEL, Velankani Road, Phase I, Electronic City, Bangalore, Electronic City, Electronic City",No,Yes,3.0/5,500
13605,Delivery,Casual Dining,"Near BMTC Bus Stop, Electronic City, Bangalore, Electronic City, Electronic City",No,Yes,2.9/5,"1,000"
13606,Delivery,Bar,"Hotel Presidency, 47, KIADB Layout, Phase 2, Electronic City, Electronic City, Electronic City",No,Yes,3.8/5,"1,200"
13608,Delivery,Cafe,"49-51, Concorde Silicon Valley, Next to Wipro, Doddathogur, Electronic City, Bangalore, Electronic City, Electronic City",No,Yes,3.0/5,700
13614,Delivery,"Casual Dining, Bar","100, Neotown Road, Behind Genpact, Electronic City, Bangalore, Electronic City, Electronic City",Yes,Yes,3.4/5,900
13618,Delivery,Dessert Parlor,"3, Ground Floor, Neeladri Road, Orchid Park Layout, Below Royal Hyper Market, Phase 1, Electronic City, Bangalore, Electronic City, Electronic City",No,No,4.0/5,200
13621,Delivery,Casual Dining,"Phase 2, Opposite Infosys, Electronic City, Bangalore, Electronic City, Electronic City",No,No,3.6/5,500
13635,Delivery,Casual Dining,"Sai Vishram Business Hotel, 144 - C/1, Kirloskar Road, Bommasandra Industrial Estate, Hebbagodi, Electronic City, Bangalore, Electronic City, Electronic City",No,Yes,4.2/5,"1,100"
13644,Delivery,Casual Dining,"106/4, Ground Floor, Neeladri Nagar, Adjacent to Himagiri Towers, Near Uniworld, Electronic City, Bangalore, Electronic City, Electronic City",No,No,3.0/5,"1,000"
13645,Delivery,Casual Dining,"42/ 4C, Ananda Reddy Layout Phase 2, Electronic City, Bangalore, Electronic City, Electronic City",No,No,3.1/5,700
13651,Delivery,Casual Dining,"21, 1st Floor,Concorde Silicon Valley, Neeladri Road, Opposite Concorde Manhattans Apartments, Electronic City, Bangalore, Electronic City, Electronic City",No,No,3.6/5,600
13657,Delivery,"Casual Dining, Bar","The Sahar Pavilion, 2224/2225, Kudlu Gate, Singasandra, Hosur Road, Electronic City, Bangalore, Electronic City, Electronic City",Yes,No,3.7/5,"1,500"
13663,Delivery,"Cafe, Dessert Parlor","55, Green Garden Layout, Singasandra , Manipal County Road, Electronic City, Bangalore, Electronic City, Electronic City",No,No,4.0/5,400
13667,Delivery,Casual Dining,"10, 2nd Cross, 1st Phase, Near Toll Gate 1, Lords Plaza, Above Apollo Pharmacy, Electronic City, Bangalore, Electronic City, Electronic City",No,No,3.7/5,500
13669,Delivery,Cafe,"227, 2nd Cross, Axis Bank Building, Neeladri Road, Phase 1, Electronic City, Bangalore, Electronic City, Electronic City",No,No,3.9/5,700
13698,Delivery,Casual Dining,"Keonic, 5th Main Road, 1st Floor, Above Coffee Day, Phase 1, Electronic City, Bangalore, Electronic City, Electronic City",No,No,3.7/5,500
13764,Delivery,Quick Bites,"1, Metro Plaza, Neeladri Main Road, Electronic City, Bangalore, Electronic City, Electronic City",No,No,2.9/5,350
13787,Delivery,Casual Dining,"156, Ground Floor, Dodda Thoguru, Begur Hobli, Phase1, Electronic City, Bangalore, Electronic City, Electronic City",No,No,2.4/5,450
13788,Delivery,Delivery,"78/1, Bettadasanapura vIllage, Begur Holbi, Phase 1, Electronic City, Bangalore, Electronic City, Electronic City",No,No,3.9/5,400
13841,Delivery,Quick Bites,"Papanna Building, Shikari Palya Main Road, Hulimangala Post , Phase 1, Electronic City, Bangalore, Electronic City, Electronic City",No,No,3.5/5,400
13846,Delivery,Casual Dining,"197 & 198, 1st Cross, Vidhyanagar, Bommasandra, Electronic City, Bangalore Electronic City, Electronic City, Electronic City",No,No,2.9/5,500
13851,Delivery,Quick Bites,"591, Doddathogur Village, Near Velankani, Phase I, Electronic City, Bangalore, Electronic City, Electronic City",No,No,3.8/5,500
13868,Delivery,Cafe,"5th Floor, Uniworld Commercial Complex, Phase 1, Electronic City, Bangalore, Electronic City, Electronic City",No,Yes,3.1/5,600
13910,Delivery,Fine Dining,"Svenska Design Hotel, 56 D, Wipro Gate No 5, Electronic City 1, Electronic City, Bangalore, Electronic City, Electronic City",Yes,Yes,3.7/5,"2,000"
13911,Desserts,"Casual Dining, Cafe","Sy No: 54/2 ( Old Sy no 54 ), Above BATA showroom Bommasandra Village, Attible Hobbli, Anekal Taluk, Bengaluru, Karnataka 560099, Electronic City, Electronic City",Yes,Yes,4.5/5,600
13914,Desserts,Dessert Parlor,"3, Ground Floor, Neeladri Road, Orchid Park Layout, Below Royal Hyper Market, Phase 1, Electronic City, Bangalore, Electronic City, Electronic City",No,No,4.0/5,200
13916,Desserts,"Quick Bites, Dessert Parlor","71/A-1, Near Wipro Gate 5, Electronic City, Bangalore, Electronic City, Electronic City",No,No,2.8/5,250
13917,Desserts,Quick Bites,"34/2A, Govindhaschetty Palya Main Road, Kamadhenu Layout, Phase 2, Electronic City, Bangalore, Electronic City, Electronic City",No,Yes,3.1/5,400
13918,Desserts,Dessert Parlor,"43, Velankani Drive, Phase 1, Electronic City, Bangalore, Electronic City, Electronic City",No,Yes,3.7/5,450
13920,Desserts,"Beverage Shop, Dessert Parlor","5, 6, 7 SJR Equinox Retail, Opposite Velankani Gate 3, Phase I, Electronic City, Bengaluru, Electronic City, Electronic City",No,Yes,4.1/5,400
13921,Desserts,Dessert Parlor,"Near BHEL, Velankani Road, Phase I, Electronic City, Bangalore, Electronic City, Electronic City",No,Yes,3.0/5,500
13925,Desserts,"Bakery, Quick Bites","59/4, Velankani Drive, Doodathogur Begur Hobli, Opposite BHEL Gate 3, Phase 1, Electronic City, Bangalore, Electronic City, Electronic City",No,Yes,3.8/5,600
13931,Desserts,"Cafe, Bakery","K137, Neeladri Road, Karuna Nagar, Electronic City, Bangalore, Electronic City, Electronic City",No,Yes,3.7/5,400
13940,Desserts,"Dessert Parlor, Quick Bites","Shop 9, Ajmera Avenue, Neeladri Nagar, Wipro Road, Electronic City, Bangalore, Electronic City, Electronic City",No,Yes,3.9/5,250
13941,Desserts,"Cafe, Dessert Parlor","55, Green Garden Layout, Singasandra , Manipal County Road, Electronic City, Bangalore, Electronic City, Electronic City",No,No,4.0/5,400
13942,Desserts,"Bakery, Quick Bites","60, Opposite BHEL Side Gate, Velankanni Drive, Phase 1, Electronic City, Bangalore, Electronic City, Electronic City",No,Yes,2.6/5,400
13943,Desserts,Cafe,"227, 2nd Cross, Axis Bank Building, Neeladri Road, Phase 1, Electronic City, Bangalore, Electronic City, Electronic City",No,No,3.9/5,700
13957,Desserts,Bakery,"Shop 3/103, Konapanna Agrahara, Phase 1, Electronic City, Bangalore, Electronic City, Electronic City",No,Yes,3.1/5,500
13981,Desserts,Delivery,"10-11, 2nd Main Road, Phase 1, Electronic City, Bangalore, Electronic City, Electronic City",No,Yes,3.9/5,500
13982,Dine-out,Casual Dining,"163, 2nd Floor, 1st Cross Road, Neeladri Nagar, Phase 1, Electronic City, Bangalore, Electronic City, Electronic City",Yes,No,4.7/5,"1,500"
13983,Dine-out,Casual Dining,"Radha Regent Bengaluru, 110 C, Electronic City, Bangalore, Electronic City, Electronic City",Yes,No,3.7/5,"1,200"
13984,Dine-out,"Pub, Casual Dining","#154, Neeladri Main Road, Electronic City Phase 1, Above Unlimited Store, Doddathoguru, Electronic City, Bangalore, Electronic City, Electronic City",Yes,No,4.4/5,"1,200"
13985,Dine-out,"Pub, Casual Dining","Ashrith Corner, Near Ajmera Neeladri Road, Phase 1, Electronic City, Bangalore, Electronic City, Electronic City",Yes,No,4.3/5,"1,200"
13986,Dine-out,Casual Dining,"94, Neeladri Nagar, 14th Cross Neeladri Main Road, Doddathogur, Electronic City, Bangalore, Electronic City, Electronic City",Yes,No,4.3/5,"1,600"
13987,Dine-out,Microbrewery,"43, Phase 1, Electronic City, Bangalore, Electronic City, Electronic City",Yes,No,NEW,"1,600"
13988,Dine-out,"Casual Dining, Cafe","Sy No: 54/2 ( Old Sy no 54 ), Above BATA showroom Bommasandra Village, Attible Hobbli, Anekal Taluk, Bengaluru, Karnataka 560099, Electronic City, Electronic City",Yes,Yes,4.5/5,600
13989,Dine-out,Casual Dining,"Sai Vishram Business Hotel, 144 - C/1, Kirloskar Road, Bommasandra Industrial Estate, Hebbagodi, Electronic City, Bangalore, Electronic City, Electronic City",No,Yes,4.2/5,"1,100"
13990,Dine-out,"Bar, Casual Dining","Svenska Design Hotel, 56 D, Wipro Gate No. 5, Phase 1, Electronic City, Bangalore, Electronic City, Electronic City",Yes,Yes,4.0/5,"1,500"
13991,Dine-out,Casual Dining,"4th Floor, Ashrith Corner, Near Uniworld, Neeladri Road, Phase 1, Electronic City, Bangalore, Electronic City, Electronic City",Yes,Yes,4.3/5,900
13992,Dine-out,Casual Dining,"Florus, 3rd Floor, Above Apollo Clinic, Opposite Ajmera Infinity, Neeladri Road, Electronic City, Bangalore, Electronic City, Electronic City",Yes,Yes,4.2/5,800
13993,Dine-out,Bar,"Singasandra, Electronic City, Bangalore, Electronic City, Electronic City",Yes,No,4.3/5,"1,400"
13994,Dine-out,Casual Dining,"70/1, Opposite Wipro Technologies Gate 12, Electronic City, Bangalore, Electronic City, Electronic City",No,Yes,4.0/5,600
13995,Dine-out,Casual Dining,"94, 2nd Floor, RhythmSquare, Neeladri Nagar, 14th Cross, Electronic City, Bangalore, Electronic City, Electronic City",Yes,No,3.8/5,650
13996,Dine-out,Cafe,"7, 2nd Floor, Ganga Enclave, Neeladri Road, Doddathoguru Village, Electronic City, Bangalore, Electronic City, Electronic City",No,Yes,4.1/5,700
13997,Dine-out,Casual Dining,"47/11, Doddathogur Village, Opposite Velankani Tech Park Gate 4, Electronic City, Bangalore, Electronic City, Electronic City",No,Yes,4.0/5,800
13998,Dine-out,Fine Dining,"The Oterra, 43, Phase 1, Electronic City, Bangalore, Electronic City, Electronic City",Yes,No,4.1/5,"3,000"
